"fecha_hecho","departamento","municipio","cantidad","unidad","LATITUD","LONGITUD"
2010-01-02,"BOGOTA D.C.","BOGOTA D.C.",0.04,"KILOGRAMO",4.316107698,-74.1810727
2010-01-02,"ANTIOQUIA","BETANIA",0.004,"KILOGRAMO",5.727081285,-75.98689107
2010-01-02,"BOLIVAR","MAGANGUE",0.102,"KILOGRAMO",9.053135895,-74.70539318
2010-01-03,"ATLANTICO","BARRANQUILLA",0.03,"KILOGRAMO",10.98152051,-74.82771544
2010-01-03,"ATLANTICO","BARRANQUILLA",0.08,"KILOGRAMO",10.98152051,-74.82771544
2010-01-03,"ANTIOQUIA","MEDELLIN",0.005,"KILOGRAMO",6.257590259,-75.61103107
2010-01-03,"ANTIOQUIA","MEDELLIN",0.008,"KILOGRAMO",6.257590259,-75.61103107
2010-01-03,"ANTIOQUIA","MEDELLIN",0.003,"KILOGRAMO",6.257590259,-75.61103107
2010-01-03,"AMAZONAS","LETICIA",0.0015,"KILOGRAMO",-3.530058784,-70.04513691
2010-01-03,"ANTIOQUIA","BETANIA",0.002,"KILOGRAMO",5.727081285,-75.98689107
2010-01-03,"BOLIVAR","MARIA LA BAJA",0.035,"KILOGRAMO",9.976017168,-75.34380265
2010-01-03,"VALLE DEL CAUCA","ARGELIA",0.009,"KILOGRAMO",4.704287864,-76.14164999
2010-01-03,"VALLE DEL CAUCA","PALMIRA",0.059,"KILOGRAMO",3.558392876,-76.22779972
2010-01-04,"BOGOTA D.C.","BOGOTA D.C.",1.3998,"KILOGRAMO",4.316107698,-74.1810727
2010-01-04,"QUINDIO","MONTENEGRO",0.016,"KILOGRAMO",4.521890945,-75.81806594
2010-01-04,"ANTIOQUIA","BELLO",0.008,"KILOGRAMO",6.358841086,-75.58973588
